country,question,percentage_yes,code
Tanzania,"Q5A Have you, personally, ever, learned about science at Primary School?",78,TZA
Tanzania,"Q5B Have you, personally, ever, learned about science at Secondary School?",26,TZA
Tanzania,"Q5C Have you, personally, ever, learned about science at College/University?",5,TZA
Tanzania,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",16,TZA
Tanzania,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",34,TZA
Tanzania,"Q8 Would you, personally, like to know more about science?",86,TZA
Tanzania,"Q9 Would you, personally, like to know more about medicine, disease, or health?",91,TZA
Tanzania,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",51,TZA
Tanzania,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",75,TZA
Tanzania,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",74,TZA
Tanzania,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",87,TZA
Tanzania,"Q23 Before today, had you ever heard of a vaccine?",93,TZA
Tanzania,"Q27 Do you, personally, have any children?",69,TZA
Tanzania,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",97,TZA
Tanzania,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,27,TZA
Thailand,Q3 Do you think studying diseases is a part of science?,71,THA
Thailand,"Q5A Have you, personally, ever, learned about science at Primary School?",71,THA
Thailand,"Q5B Have you, personally, ever, learned about science at Secondary School?",50,THA
Thailand,"Q5C Have you, personally, ever, learned about science at College/University?",23,THA
Thailand,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",14.000000000000002,THA
Thailand,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",39,THA
Thailand,"Q8 Would you, personally, like to know more about science?",41,THA
Thailand,"Q9 Would you, personally, like to know more about medicine, disease, or health?",70,THA
Thailand,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",36,THA
Thailand,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",88,THA
Thailand,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",67,THA
Thailand,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",81,THA
Thailand,"Q23 Before today, had you ever heard of a vaccine?",79,THA
Thailand,"Q27 Do you, personally, have any children?",69,THA
Thailand,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",98,THA
Thailand,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,22,THA
The Gambia,Q3 Do you think studying diseases is a part of science?,78,GMB
The Gambia,"Q5A Have you, personally, ever, learned about science at Primary School?",45,GMB
The Gambia,"Q5B Have you, personally, ever, learned about science at Secondary School?",49,GMB
The Gambia,"Q5C Have you, personally, ever, learned about science at College/University?",8,GMB
The Gambia,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",25,GMB
The Gambia,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",45,GMB
The Gambia,"Q8 Would you, personally, like to know more about science?",91,GMB
The Gambia,"Q9 Would you, personally, like to know more about medicine, disease, or health?",96,GMB
The Gambia,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",68,GMB
The Gambia,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",79,GMB
The Gambia,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",74,GMB
The Gambia,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",86,GMB
The Gambia,"Q23 Before today, had you ever heard of a vaccine?",79,GMB
The Gambia,"Q27 Do you, personally, have any children?",66,GMB
The Gambia,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",94,GMB
The Gambia,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,23,GMB
Togo,Q3 Do you think studying diseases is a part of science?,66,TGO
Togo,"Q5A Have you, personally, ever, learned about science at Primary School?",62,TGO
Togo,"Q5B Have you, personally, ever, learned about science at Secondary School?",63,TGO
Togo,"Q5C Have you, personally, ever, learned about science at College/University?",12,TGO
Togo,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",21,TGO
Togo,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",28.999999999999996,TGO
Togo,"Q8 Would you, personally, like to know more about science?",71,TGO
Togo,"Q9 Would you, personally, like to know more about medicine, disease, or health?",83,TGO
Togo,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",38,TGO
Togo,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",53,TGO
Togo,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",43,TGO
Togo,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",67,TGO
Togo,"Q23 Before today, had you ever heard of a vaccine?",83,TGO
Togo,"Q27 Do you, personally, have any children?",57.99999999999999,TGO
Togo,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",94,TGO
Togo,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,27,TGO
Tunisia,Q3 Do you think studying diseases is a part of science?,87,TUN
Tunisia,"Q5A Have you, personally, ever, learned about science at Primary School?",75,TUN
Tunisia,"Q5B Have you, personally, ever, learned about science at Secondary School?",63,TUN
Tunisia,"Q5C Have you, personally, ever, learned about science at College/University?",18,TUN
Tunisia,"Q6 Have you, personally, tried to get any information about science in the past 30 days?",28.000000000000004,TUN
Tunisia,"Q7 Have you, personally, tried to get any information about medicine, disease, or health in the past 30 days?",40,TUN
Tunisia,"Q8 Would you, personally, like to know more about science?",69,TUN
Tunisia,"Q9 Would you, personally, like to know more about medicine, disease, or health?",73,TUN
Tunisia,"Q10A In (country), do you have confidence in each of the following, or not? How about Non-governmental organizations or Non-profit organizations.",42,TUN
Tunisia,"Q10B In (country), do you have confidence in each of the following, or not? How about Hospitals and Health Clinics.",55.00000000000001,TUN
Tunisia,"Q17 In general, do you think the work that scientists do benefits people like you in this country?",56.99999999999999,TUN
Tunisia,"Q18 Overall, do you think that science and technology will help improve life for the next generation?",72,TUN
Tunisia,"Q23 Before today, had you ever heard of a vaccine?",89,TUN
Tunisia,"Q27 Do you, personally, have any children?",89,TUN
Tunisia,"Q28 (If respondent is a parent) To the best of your knowledge have any of your children ever received a vaccine that was supposed to prevent them from getting childhood diseases such as (examples), or not?",96,TUN
Tunisia,Q29 (If respondent identifies with a religion) Has science ever disagreed with the teachings of your religion?,38,TUN
